http://vidafertil-ws.healthtrack.com.br/AlertService.svc?wsdl,AlertService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/AndroidInventoryService.svc?wsdl,AndroidInventoryService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/ApplicationVersion.svc?wsdl,ApplicationVersion.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/AuthenticationService.svc?wsdl,AuthenticationService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/BalanceService.svc?wsdl,BalanceService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/BehaviorEventService.svc?wsdl,BehaviorEventService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/CheckPointService.svc?wsdl,CheckPointService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/ComissioningService.svc?wsdl,ComissioningService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/EquipmentStatusService.svc?wsdl,EquipmentStatusService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/FileTransferService.svc?wsdl,FileTransferService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/FractionatedProductService.svc?wsdl,FractionatedProductService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/InventoryService.svc?wsdl,InventoryService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/InventoryTransferService.svc?wsdl,InventoryTransferService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/ProductService.svc?wsdl,ProductService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/ProductTypeService.svc?wsdl,ProductTypeService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/TransactionService.svc?wsdl,TransactionService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/UserPropertiesService.svc?wsdl,UserPropertiesService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/AssetStateService.svc,AssetStateService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/CancelamentoSaida.svc,CancelamentoSaida.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/Clientes.svc,Clientes.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/CmeOperation.svc,CmeOperation.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/DocEntrada.svc,DocEntrada.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/DocSaida.svc,DocSaida.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/FatEpc.svc,FatEpc.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/MovimentoEstoque.svc,MovimentoEstoque.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/OnlineCountService.svc,OnlineCountService.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/Produto.svc,Produto.svc,VIDAFERTIL
http://vidafertil-ws.healthtrack.com.br/Rest/Saldo.svc,Saldo.svc,VIDAFERTIL